time, raw, kalman
54500, 5.011872336272722, 1.9896382889216133
55000, 1, 1.8360216256443438
55500, 0.8912509381337456, 1.68453577588714
56000, 1.5848931924611136, 1.6140692053471164
56500, 1.7782794100389228, 1.5693526376677085
57000, 4.466835921509632, 1.792176923866705
57500, 3.1622776601683795, 1.8724664456968643
58000, 5.623413251903491, 2.1878985691632566
58500, 5.011872336272722, 2.4213663406479355
59000, 3.548133892335755, 2.496034244231484
59500, 1.7782794100389228, 2.3940354767195826
60000, 1.4125375446227544, 2.265063810550897
60500, 3.548133892335755, 2.3535161043347754
61000, 3.1622776601683795, 2.398828888366589
61500, 7.943282347242816, 2.9036120995641808
62000, 2.51188643150958, 2.8473333542856007
62500, 6.309573444801933, 3.161783520915692
63000, 10, 3.808846614212631
63500, 7.943282347242816, 4.210430793383258
64000, 3.548133892335755, 4.159560968404256
64500, 3.1622776601683795, 4.075003862546934
65000, 3.1622776601683795, 3.996395628105318
65500, 3.548133892335755, 3.9604357241776924
66000, 3.548133892335755, 3.9269160398590923
66500, 8.912509381337454, 4.410917108539095
67000, 2.8183829312644537, 4.274167481730295
67500, 2.51188643150958, 4.117687443771111
68000, 2.2387211385683394, 3.946301843358798
68500, 6.309573444801933, 4.177049265730402
69000, 1.5848931924611136, 3.938763598201705
69500, 3.9810717055349722, 3.9467737759953936
70000, 5.011872336272722, 4.052527358764303
70500, 1.9952623149688795, 3.8625703851016175
71000, 6.309573444801933, 4.097697602584992
71500, 4.466835921509632, 4.140014789631397
72000, 2.51188643150958, 3.9930031527254717
72500, 6.309573444801933, 4.217828900502164
73000, 1, 3.921315238314763
73500, 1, 3.6462511486670217
74000, 6.309573444801933, 3.8952425961353137
74500, 1.5848931924611136, 3.6778875474570136
75000, 1, 3.4208059758256644
75500, 0.8912509381337456, 3.172167435162717
76000, 0.8912509381337456, 2.9417315077103283
76500, 0.8912509381337456, 2.7284002689857716
77000, 0.8912509381337456, 2.5311651077102253
77500, 0.8912509381337456, 2.348695614440086
78000, 0.8912509381337456, 2.1803593825580774
78500, 0.8912509381337456, 2.024667953828964
79000, 0.8912509381337456, 1.8810357414473626
79500, 2.51188643150958, 1.9018905773323427
80000, 0.8912509381337456, 1.7692787836454118
